"Vin","Stock","Type","Year","Make","Model","Trim","Ext Color","Status","Price","Body Style","Fuel Type","MSRP","Date In Stock","Street Address","Locality","Postal Code","Region","Country","Location","Vechile URL"
"1GTP2BEK2S1158710","53249","New","2025","GMC","Canyon","Crew Cab Short Box 4-Wheel Drive Elevation","Summit White","In-stock","46170","TRUCK","Gas","48600","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Canyon-Crew_Cab_Short_Box_4_Wheel_Drive_Elevation-SAINT_PETERS-MO/5981515420"
"1GTP2BEK1S1118117","53221","New","2025","GMC","Canyon","Crew Cab Short Box 4-Wheel Drive Elevation","Deep Bronze Metallic","In-stock","46398","TRUCK","Gas","48840","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Canyon-Crew_Cab_Short_Box_4_Wheel_Drive_Elevation-SAINT_PETERS-MO/5975767720"
"1GTP2BEK2S1159176","53251","New","2025","GMC","Canyon","Crew Cab Short Box 4-Wheel Drive Elevation","Sterling Metallic","In-stock","46641","TRUCK","Gas","49095","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Canyon-Crew_Cab_Short_Box_4_Wheel_Drive_Elevation-SAINT_PETERS-MO/5983099780"
"1GTP2BEK4S1159258","53250","New","2025","GMC","Canyon","Crew Cab Short Box 4-Wheel Drive Elevation","Volcanic Red Tintcoat","In-stock","46783","TRUCK","Gas","49245","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Canyon-Crew_Cab_Short_Box_4_Wheel_Drive_Elevation-SAINT_PETERS-MO/5983100510"
"1GKENKRS6SJ188550","53224","New","2025","GMC","Acadia","FWD Elevation","Crystal Metallic","In-stock","46825","SUV","Gas","48575","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-FWD_Elevation-SAINT_PETERS-MO/5970411140"
"5GAEVBRS2SJ105547","27367","New","2025","Buick","Enclave","4dr Sport Touring","Cherry Red Tintcoat","In-stock","46862","SUV","Gas","53180","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-Buick-Enclave-4dr_Sport_Touring-SAINT_PETERS-MO/5923713900"
"5GAEVARS4SJ163640","27459","New","2025","Buick","Enclave","4dr Preferred","White Frost Tricoat","In-service","46992","SUV","Gas","53324","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-Buick-Enclave-4dr_Preferred-SAINT_PETERS-MO/5949440780"
"LRBFZME45SD044864","N/A","New","2025","Buick","Envision","AWD 4dr Avenir","Calypso Blue Metallic","In-transit","47595","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-Buick-Envision-AWD_4dr_Avenir-SAINT_PETERS-MO/5981533560"
"LRBFZME48SD043627","N/A","New","2025","Buick","Envision","AWD 4dr Avenir","Brilliant Red","In-transit","47790","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-Buick-Envision-AWD_4dr_Avenir-SAINT_PETERS-MO/5980958950"
"LRBFZME4XSD044729","N/A","New","2025","Buick","Envision","AWD 4dr Avenir","Moonstone Gray Metallic","In-transit","47790","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-Buick-Envision-AWD_4dr_Avenir-SAINT_PETERS-MO/5980959050"
"LRBFZME44SD045620","N/A","New","2025","Buick","Envision","AWD 4dr Avenir","Moonstone Gray Metallic","In-transit","47790","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-Buick-Envision-AWD_4dr_Avenir-SAINT_PETERS-MO/5980959020"
"1GKENKRS5SJ175966","53248","New","2025","GMC","Acadia","FWD Elevation","Ebony Twilight Metallic","In-stock","47975","SUV","Gas","49725","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-FWD_Elevation-SAINT_PETERS-MO/5980937150"
"1GKENKRS2SJ218773","N/A","New","2025","GMC","Acadia","FWD Elevation","White Frost Tricoat","In-transit","48025","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-FWD_Elevation-SAINT_PETERS-MO/5992819720"
"1GKENKRS8SJ207180","53274","New","2025","GMC","Acadia","FWD Elevation","Sterling Metallic","In-stock","48075","SUV","Gas","49825","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-FWD_Elevation-SAINT_PETERS-MO/5993163200"
"1GKENKRS3SJ126989","53236","New","2025","GMC","Acadia","FWD Elevation","Summit White","In-stock","48255","SUV","Gas","50005","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-FWD_Elevation-SAINT_PETERS-MO/5978524710"
"5GAEVBRS0SJ159557","27495","New","2025","Buick","Enclave","4dr Sport Touring","Moonstone Gray Metallic","In-stock","48343","SUV","Gas","54825","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-Buick-Enclave-4dr_Sport_Touring-SAINT_PETERS-MO/5959358150"
"5GAEVBRS9SJ144328","27421","New","2025","Buick","Enclave","4dr Sport Touring","Moonstone Gray Metallic","In-stock","48500","SUV","Gas","55000","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-Buick-Enclave-4dr_Sport_Touring-SAINT_PETERS-MO/5940419750"
"1GKENNRS6SJ133114","53213","New","2025","GMC","Acadia","AWD Elevation","Ebony Twilight Metallic","In-stock","49975","SUV","Gas","51725","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-AWD_Elevation-SAINT_PETERS-MO/5998069340"
"1GKENKRSXSJ212090","53280","New","2025","GMC","Acadia","FWD Elevation","Sterling Metallic","In-stock","50475","SUV","Gas","52225","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-FWD_Elevation-SAINT_PETERS-MO/5982765860"
"1GKENNRS0SJ197679","53282","New","2025","GMC","Acadia","AWD Elevation","Ebony Twilight Metallic","In-stock","50600","SUV","Gas","52350","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-AWD_Elevation-SAINT_PETERS-MO/5995812890"
"1GTP2FEK8S1185952","N/A","New","2025","GMC","Canyon","Crew Cab Short Box 4-Wheel Drive Denali","Summit White","In-transit","54595","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Canyon-Crew_Cab_Short_Box_4_Wheel_Drive_Denali-SAINT_PETERS-MO/5998152700"
"1GTUUCE82SZ187634","53186","New","2025","GMC","Sierra 1500","Crew Cab Short Box 4-Wheel Drive Elevation 3SB","Summit White","In-service","55977","TRUCK","Diesel","65135","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_1500-Crew_Cab_Short_Box_4_Wheel_Drive_Elevation_3SB-SAINT_PETERS-MO/5950209910"
"1GT5UME78SF188399","53154","New","2025","GMC","Sierra 2500 HD","Double Cab Standard Box 4-Wheel Drive SLE","Cardinal Red","In-stock","56333","TRUCK","Gas","63530","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_2500_HD-Double_Cab_Standard_Box_4_Wheel_Drive_SLE-SAINT_PETERS-MO/5942194730"
"1GKENLRS2SJ175901","53262","New","2025","GMC","Acadia","FWD Denali","White Frost Tricoat","In-stock","56880","SUV","Gas","58630","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-FWD_Denali-SAINT_PETERS-MO/5987730870"
"1GKENRRS2SJ169115","53202","New","2025","GMC","Acadia","AWD Denali","Ebony Twilight Metallic","In-stock","58540","SUV","Gas","60290","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-AWD_Denali-SAINT_PETERS-MO/5964723980"
"1GT4UME74SF239277","53275","New","2025","GMC","Sierra 2500 HD","Crew Cab Standard Box 4-Wheel Drive SLE","Sterling Metallic","In-stock","59235","TRUCK","Gas","66650","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_2500_HD-Crew_Cab_Standard_Box_4_Wheel_Drive_SLE-SAINT_PETERS-MO/5992679570"
"3GTUUDEDXSG225887","53176","New","2025","GMC","Sierra 1500","Crew Cab Short Box 4-Wheel Drive SLT","Summit White","In-stock","59301","TRUCK","Gas","67075","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_1500-Crew_Cab_Short_Box_4_Wheel_Drive_SLT-SAINT_PETERS-MO/5956015750"
"3GTUUCED1SG227361","53178","New","2025","GMC","Sierra 1500","Crew Cab Short Box 4-Wheel Drive Elevation 3SB","Sterling Metallic","In-stock","59353","TRUCK","Gas","67130","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_1500-Crew_Cab_Short_Box_4_Wheel_Drive_Elevation_3SB-SAINT_PETERS-MO/5948215270"
"1GKENRRS9SJ133129","53220","New","2025","GMC","Acadia","AWD Denali","Downpour Metallic","In-stock","59530","SUV","Gas","61280","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-AWD_Denali-SAINT_PETERS-MO/5975767680"
"3GTUUDED4SG234410","53214","New","2025","GMC","Sierra 1500","Crew Cab Short Box 4-Wheel Drive SLT","Sterling Metallic","In-stock","59766","TRUCK","Gas","67570","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_1500-Crew_Cab_Short_Box_4_Wheel_Drive_SLT-SAINT_PETERS-MO/5973583550"
"1GKENLRSXSJ217506","53279","New","2025","GMC","Acadia","FWD Denali","Downpour Metallic","In-stock","60860","SUV","Gas","62610","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-FWD_Denali-SAINT_PETERS-MO/5986793700"
"1GKENLRS1SJ138953","53285","New","2025","GMC","Acadia","FWD Denali","Downpour Metallic","In-stock","62410","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-FWD_Denali-SAINT_PETERS-MO/5997972150"
"3GTUUDED9SG239649","53284","New","2025","GMC","Sierra 1500","Crew Cab Short Box 4-Wheel Drive SLT","Summit White","In-stock","62480","TRUCK","Gas","66230","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_1500-Crew_Cab_Short_Box_4_Wheel_Drive_SLT-SAINT_PETERS-MO/5997381570"
"1GTUUCE82SZ254765","N/A","New","2025","GMC","Sierra 1500","Crew Cab Short Box 4-Wheel Drive Elevation 3SB","Cardinal Red","In-transit","63595","TRUCK","Diesel","68845","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_1500-Crew_Cab_Short_Box_4_Wheel_Drive_Elevation_3SB-SAINT_PETERS-MO/5996031100"
"1GKENRRS9SJ221825","N/A","New","2025","GMC","Acadia","AWD Denali","Downpour Metallic","In-transit","64610","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Acadia-AWD_Denali-SAINT_PETERS-MO/5988031460"
"3GTUUCED2SG227367","53179","New","2025","GMC","Sierra 1500","Crew Cab Short Box 4-Wheel Drive Elevation 3SB","Onyx Black","In-stock","65951","TRUCK","Gas","67130","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_1500-Crew_Cab_Short_Box_4_Wheel_Drive_Elevation_3SB-SAINT_PETERS-MO/5950460470"
"1GT4UNE70SF227231","53244","New","2025","GMC","Sierra 2500 HD","Crew Cab Standard Box 4-Wheel Drive SLT","Onyx Black","In-stock","66159","TRUCK","Gas","74095","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_2500_HD-Crew_Cab_Standard_Box_4_Wheel_Drive_SLT-SAINT_PETERS-MO/5973263300"
"1GTUUGED9SZ155770","53130","New","2025","GMC","Sierra 1500","Crew Cab Standard Box 4-Wheel Drive Denali","Downpour Metallic","In-stock","67794","TRUCK","Gas","76110","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_1500-Crew_Cab_Standard_Box_4_Wheel_Drive_Denali-SAINT_PETERS-MO/5935440950"
"3GTUUGEL6SG220954","53168","New","2025","GMC","Sierra 1500","Crew Cab Short Box 4-Wheel Drive Denali","Sterling Metallic","In-stock","68677","TRUCK","Gas","78645","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_1500-Crew_Cab_Short_Box_4_Wheel_Drive_Denali-SAINT_PETERS-MO/5949440940"
"1GT4UNEY5SF226438","53247","New","2025","GMC","Sierra 2500 HD","Crew Cab Standard Box 4-Wheel Drive SLT","Summit White","In-stock","74408","TRUCK","Diesel","82965","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_2500_HD-Crew_Cab_Standard_Box_4_Wheel_Drive_SLT-SAINT_PETERS-MO/5967771240"
"1GKS2GRD2SR223323","53260","New","2025","GMC","Yukon XL","4WD 4dr Elevation","Summit White","In-stock","75915","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Yukon_XL-4WD_4dr_Elevation-SAINT_PETERS-MO/5986535200"
"1GKS2GRD9SR219625","53253","New","2025","GMC","Yukon XL","4WD 4dr Elevation","Sterling Metallic","In-stock","79855","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Yukon_XL-4WD_4dr_Elevation-SAINT_PETERS-MO/5977372890"
"1GKS2DRL1SR121632","53139","New","2025","GMC","Yukon","4WD 4dr Denali","Sterling Metallic","In-stock","87260","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Yukon-4WD_4dr_Denali-SAINT_PETERS-MO/5926179640"
"1GT4UREY2SF247299","53267","New","2025","GMC","Sierra 2500 HD","Crew Cab Standard Box 4-Wheel Drive Denali","Summit White","In-stock","87265","TRUCK","Diesel","88265","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_2500_HD-Crew_Cab_Standard_Box_4_Wheel_Drive_Denali-SAINT_PETERS-MO/5992671800"
"1GT4UXEY3SF203882","53184","New","2025","GMC","Sierra 2500 HD","Crew Cab Standard Box 4-Wheel Drive Denali Ultimate","Onyx Black","In-stock","91130","TRUCK","Diesel","97989","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_2500_HD-Crew_Cab_Standard_Box_4_Wheel_Drive_Denali_Ultimate-SAINT_PETERS-MO/5969690680"
"1GKT0NDE5SU113443","E53156","New","2025","GMC","HUMMER EV SUV","e4WD 4dr 2X","Graphite Blue Metallic","In-service","93264","SUV","Electric","101264","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-HUMMER_EV_SUV-e4WD_4dr_2X-SAINT_PETERS-MO/5942196810"
"1GT40LEL5SU401982","E53145","New","2025","GMC","Sierra EV","e4WD Crew Cab Max Range Denali","Onyx Black","In-stock","93285","TRUCK","Electric","101285","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-Sierra_EV-e4WD_Crew_Cab_Max_Range_Denali-SAINT_PETERS-MO/5941125250"
"1GT10DDB3SU104226","53035","New","2025","GMC","HUMMER EV Pickup","e4WD Crew Cab 3X","Void Black","In-service","99285","TRUCK","Electric","109285","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-HUMMER_EV_Pickup-e4WD_Crew_Cab_3X-SAINT_PETERS-MO/5882445450"
"1GT40BDD9SU116691","N/A","New","2025","GMC","HUMMER EV Pickup","e4WD Crew Cab 2X","Interstellar White","In-transit","100155","TRUCK","Electric","103155","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-GMC-HUMMER_EV_Pickup-e4WD_Crew_Cab_2X-SAINT_PETERS-MO/5996586710"
"5GAERBRS4SJ142894","27517","New","2025","Buick","Enclave","4dr Sport Touring","Ebony Twilight Metallic","In-stock","","SUV","Gas","52530","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/new-2025-Buick-Enclave-4dr_Sport_Touring-SAINT_PETERS-MO/5987115290"
"5GAERBKW7MJ185819","27485-2","Certified","2021","Buick","Enclave","Essence","Dark Slate Metallic","In-stock","28953","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/certified-2021-Buick-Enclave-Essence-SAINT_PETERS-MO/5967115210"
"KL4MMDS20MB062305","27443-1","Certified","2021","Buick","Encore GX","Select","Burnished Bronze Metallic","In-stock","20773","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/certified-2021-Buick-Encore_GX-Select-SAINT_PETERS-MO/5986535280"
"3GKALSEX8LL158935","53187-1","Certified","2020","GMC","Terrain","Denali","Ebony Twilight Metallic","In-stock","22477","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/certified-2020-GMC-Terrain-Denali-SAINT_PETERS-MO/5975215470"
"1GNSKSKD1PR430583","27453-1","Certified","2023","Chevrolet","Tahoe","Premier","Black","In-stock","56888","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/certified-2023-Chevrolet-Tahoe-Premier-SAINT_PETERS-MO/5975215420"
"KL4MMDS22PB090062","P6522","Certified","2023","Buick","Encore GX","Select","Sapphire Metallic","In-stock","22539","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/certified-2023-Buick-Encore_GX-Select-SAINT_PETERS-MO/5978535150"
"5GAERBKW7PJ197571","27412-1","Certified","2023","Buick","Enclave","Essence","Ebony Twilight Metallic","In-stock","31990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/certified-2023-Buick-Enclave-Essence-SAINT_PETERS-MO/5990087670"
"3GNKBCRS7MS515754","P5993","Used","2021","Chevrolet","Blazer","2LT Midnight/Sport Edition","Silver Ice Metallic","In-stock","31990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Chevrolet-Blazer-2LT-SAINT_PETERS-MO/5650335550"
"1GNSKFKD5PR264656","P6370","Used","2023","Chevrolet","Suburban","Premier","Silver Sage Metallic","In-stock","50378","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Chevrolet-Suburban-Premier-SAINT_PETERS-MO/5909560200"
"1FM5K7F85DGC23424","P6333-2","Used","2013","Ford","Explorer","Limited","White Platinum Metallic Tri-coat","In-stock","","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2013-Ford-Explorer-Limited-SAINT_PETERS-MO/5914001480"
"1C4JJXFM8MW783768","P6398","Used","2021","Jeep","Wrangler","Unlimited Rubicon","Firecracker Red Clearcoat","In-stock","35500","SUV","Diesel","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Jeep-Wrangler-Unlimited_Rubicon-SAINT_PETERS-MO/5931914610"
"3GNAXSEV8JS592152","53066-1","Used","2018","Chevrolet","Equinox","LT","Pepperdust Metallic","In-stock","12500","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2018-Chevrolet-Equinox-LT-SAINT_PETERS-MO/5933163050"
"2GKALNEK4H6304085","P6308-1","Used","2017","GMC","Terrain","SLE","Summit White","In-stock","","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2017-GMC-Terrain-SLE-SAINT_PETERS-MO/5939284170"
"1FTBR1Y87PKA10912","P6411","Used","2023","Ford","Transit Cargo Van","undefined","N/A","In-stock","36500","CARGO VAN","Flexible Fuel","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Ford-Transit_Cargo_Van--SAINT_PETERS-MO/5937421470"
"3GCUKRECXGG378156","P6255-1","Used","2016","Chevrolet","Silverado 1500","LT","Deep Ocean Blue Metallic","In-stock","","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2016-Chevrolet-Silverado_1500-LT-SAINT_PETERS-MO/5946913950"
"1G1FH3D78J0165607","P6424","Used","2018","Chevrolet","Camaro","2SS","Silver Ice Metallic","In-stock","36500","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2018-Chevrolet-Camaro-2SS-SAINT_PETERS-MO/5946363230"
"3KPF24AD5RE767022","P6434","Used","2024","Kia","Forte","LX","Aurora Black","In-stock","17990","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Kia-Forte-LX-SAINT_PETERS-MO/5953835420"
"1FTFW1E87PKE89931","P6436","Used","2023","Ford","F-150","XL","Blue","In-stock","34990","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Ford-F_150-XL-SAINT_PETERS-MO/5953881070"
"VNKKTUD36FA040590","27416-1","Used","2015","Toyota","Yaris","L","Absolutely Red","In-stock","8477","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2015-Toyota-Yaris-L-SAINT_PETERS-MO/5957515600"
"KL79MUSL1PB134294","P6439","Used","2023","Chevrolet","Trailblazer","RS","Crimson Metallic","In-stock","24990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Chevrolet-Trailblazer-RS-SAINT_PETERS-MO/5956815860"
"3GNKBLR4XPS145678","P6441","Used","2023","Chevrolet","Blazer","Premier","Black","In-stock","32500","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Chevrolet-Blazer-Premier-SAINT_PETERS-MO/5956828920"
"JN8BT3CA7PW437995","P6453","Used","2023","Nissan","Rogue","SL","N/A","In-stock","28990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Nissan-Rogue-SL-SAINT_PETERS-MO/5959880450"
"3GKALXEG4PL172771","P6451","Used","2023","GMC","Terrain","Denali","White Frost Tricoat","In-stock","29990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-GMC-Terrain-Denali-SAINT_PETERS-MO/5959887330"
